#type #avg_gauss_curv #avg_rel_err_gauss #avg_mean_curv #avg_rel_err_mean_curv #surf #vol #spher
T3_PRA_10_bis-4-2 1.21087140983 6.51345221575 0.78856882393 2.02932914702 10.808269 2.873003 0.904243375234
T3_PRA_10_bis-4-3 2.33866566942 2.74027092104 1.32298410297 1.19498112365 4.499013 0.780568 0.911256575214
T3_PRA_10_bis-4-4 0.961800848672 4.67898903873 1.01689514944 1.27909824653 22.169754 7.157814 0.810171247219
T3_PRA_10_bis-4-5 1.03646740401 2.65473049949 1.05691740427 0.877391868928 16.608061 5.072514 0.859634821547
T3_PRA_10_bis-4-6 0.198209984719 13.4700407437 0.222274101651 3.51786578584 21.032003 5.855531 0.74698918773
T3_PRA_10_bis-4-7 0.607973141866 8.60649724988 0.346112006336 3.33802016581 7.849393 1.738468 0.890756816967
T3_PRA_10_tris-1-1 0.408344902547 2.62217903077 0.387986779871 1.77492272497 11.254175 3.213251 0.935693324756
T3_PRA_10_tris-1-2 0.439426702033 2.36356177639 0.412182780926 1.65259836876 11.741094 3.522469 0.953543073495
T3_PRA_10_tris-1-3 0.486565766843 1.91549300726 0.472223966052 1.39420505173 11.798844 3.619411 0.966206385305
T3_PRA_10_tris-1-4 0.913682400349 2.06870639973 0.728383664815 1.27319367334 8.506083 2.06926 0.923204373831
T3_PRA_100-1-1 0.508361023379 5.31523874065 0.475706574551 1.93499836044 17.618374 5.577887 0.863305969716
T3_PRA_100-1-2 1.63987860401 2.85457800696 1.09172721603 1.15119841541 7.650012 1.741379 0.855914596839
T3_PRA_100-1-8 0.770232145466 5.18841067163 0.524210378526 2.14222390639 7.42434 1.506282 0.816668907691
T3_PRA_100-2-1 0.824882142953 6.53732947185 0.603439517139 2.22043304551 7.698997 1.482498 0.85401631581
T3_PRA_100-3-1 0.73213821852 7.50595673162 0.438549682915 2.83530144857 6.146957 1.131002 0.935877757946
T3_PRA_100-3-6 0.73213821852 7.50595673162 0.438549682915 2.83530144857 4.033527 0.689652 0.91745518612
T3_PRA_100_bis-4-1 0.763397750525 4.13921808578 0.680744903401 1.47657359586 17.4799 6.038924 0.872563172676
T3_PRA_100_bis-4-2 0.823549880087 11.1229596517 0.651141455144 2.42264513234 11.731333 3.079571 0.875166593042
T3_PRA_100_bis-4-3 0.773494520636 7.65205865348 0.350442417024 3.58350018601 2.972894 0.39462 0.9018769831
T3_PRA_100_bis-5-1 0.505554725632 5.95118979972 0.501004416727 2.0136802835 13.365324 3.935175 0.905021071007
T3_PRA_100_bis-5-2 0.629459218865 6.95388719346 0.491588559361 2.30541243108 12.921873 3.760539 0.897666899263
T3_PRA_100_bis-5-3 1.19879269868 5.27170113963 0.650039993866 2.18036029693 5.78697 1.113329 0.866202340378
T3_PRA_100_bis-5-4 0.987224670009 5.09689753173 0.685184985912 1.97978690124 7.34172 1.507994 0.840913165425
T3_PRA_100_bis-5-5 1.86009489442 4.91633784476 0.823542654617 2.10734299739 3.39009 0.452603 0.862695001514
T3_PRA_100_bis-5-6 0.656711673789 6.98109983446 0.51923567708 2.26200253251 14.20771 4.035022 0.874227473765
T3_PRA_100_bis-6-1 0.969843461975 5.23147853812 0.665666902819 2.02124135834 9.385921 2.210171 0.914992455594
T1_SIM_5-1-1 0.938110051657 2.66170600858 0.723280462762 1.32539584895 9.638124 2.594448 0.947374226197
T1_SIM_5-1-2 0.934180197468 3.36446302431 0.718314742494 1.55356726537 7.151553 1.408888 0.849835194892
T1_SIM_5-1-3 1.17678830647 1.98229509269 0.977482116044 1.02104590442 9.501615 2.354936 0.900892015514
T1_SIM_5-1-4 1.07651606403 1.80209891572 0.93375305875 0.902544053367 10.289556 2.905269 0.956926010216
T1_SIM_5-1-5 0.978021927828 1.61105041119 0.874463413242 0.923324924073 9.784075 2.672023 0.951753427089
T1_SIM_5-1-6 1.07069451762 2.91659142951 0.929574621357 1.23124912841 10.492685 2.464097 0.840819275545
T1_SIM_5-1-7 0.672514274477 3.47472782479 0.708801413035 1.30785598544 15.09639 4.525633 0.876456855844
T1_SIM_5-1-8 0.36231203524 7.90273117147 0.404495517674 2.31277283741 15.966169 4.334687 0.805233562155
T1_SIM_5-1-9 1.16121317746 9.5126036215 0.733937341979 2.45177335705 9.10053 1.973398 0.83604027196
T1_SIM_5-1-10 0.53936863176 5.68436909206 0.409474855713 2.40790501618 10.194993 2.660332 0.910725970897
T1_SIM_5-1-11 0.457527171242 3.89363018848 0.420202962544 1.82917194229 16.179953 5.66849 0.950207444279
T1_SIM_5-1-12 0.552759472879 3.0522747379 0.549685403071 1.37826539522 18.872913 7.344063 0.968135366952
T1_SIM_5-2-1 0.627784641017 2.89130518934 0.714547021491 1.13556265725 19.066536 7.425707 0.965393052977
T1_SIM_5-2-2 0.602049545463 2.42591269663 0.679310432818 1.05435244436 25.093086 11.28721 0.96973801937
T1_SIM_5-2-3 0.695576445541 3.42302716203 0.489899887738 1.90168108859 8.468534 2.118348 0.94190563896
T1_SIM_20-1-1 0.961593637996 2.34454847285 0.962863321923 0.856222407202 20.813057 8.490676 0.96703694555
T1_SIM_20-1-2 0.260326132768 6.54908598955 0.258579899949 2.73162182245 13.259602 3.904121 0.904279013895
T1_SIM_20-1-3 0.315634203742 8.20773032951 0.303163158535 2.63153661482 18.450052 6.427345 0.906096058554
T1_SIM_20-1-4 0.527724467231 5.33709885232 0.345250261498 2.68445264035 7.666882 1.744216 0.913970459825
T1_SIM_20-1-5 0.331816415196 9.25714693322 0.195049787485 4.12395219646 6.289984 1.302131 0.916792403026
T1_SIM_20-1-6 0.790293197673 3.47120094334 0.6565165209 1.4736259494 14.479069 4.886227 0.961743403198
T1_SIM_20-1-7 1.12813107221 2.40809119405 1.06704106799 0.858527397785 17.419847 5.931967 0.909715460791
T1_SIM_20-1-8 0.654884092876 4.48836615374 0.356261885432 2.7192996751 4.490154 0.766889 0.902355902776
T1_SIM_20-1-9 0.456069162793 4.36796950969 0.302426836962 2.61643285274 6.625027 1.436136 0.929166380863
T1_SIM_20-2-1 1.35305604327 1.79748279075 1.17524407537 0.721173186422 13.304076 4.392258 0.974895215293
T1_SIM_20-2-2 0.323205124753 3.23779661672 0.346411126059 1.799119552 19.845299 7.618872 0.943525334763
T1_SIM_20-2-3 0.357566757409 4.43283073227 0.295966279596 2.38473876894 13.39186 4.346151 0.961715025279
T1_SIM_20-2-4 0.513541438672 3.38138302518 0.420162119593 1.8543764709 11.943732 3.691826 0.967174550946
T1_SIM_20-2-5 0.372834913143 4.49280693557 0.322885740005 2.2336863301 16.160667 5.846308 0.971134256229
T1_SIM_20-2-6 0.271741609364 5.33848268512 0.208801180716 2.9938963874 9.751695 2.635439 0.946177530704
T3_SIM_5-1-1 1.32266130995 7.0484286884 0.939400712381 1.77888635731 10.954443 2.728516 0.862008333383
T3_SIM_5-1-2 1.47892818338 7.4811981246 0.9707091764 1.9654070715 10.954443 2.728516 0.862008333383
T3_SIM_5-1-3 1.02511004823 2.84260348171 0.948855165719 1.01834241932 18.043299 6.738001 0.956141559953
T3_SIM_5-1-4 1.47388042915 2.2483543124 1.18661077193 0.859991849839 13.995272 4.641384 0.961467078322
T3_SIM_5-1-5 0.655406616814 5.58114827898 0.625448212062 1.72277187794 18.231255 6.558928 0.929443021846
T3_SIM_5-2-1 0.826008198385 2.78484467232 0.759170568525 1.17651684616 17.460316 6.41466 0.956197835842
T3_SIM_5-2-2 1.415176513 2.73090126278 0.991472702037 1.20434989108 10.863067 3.142982 0.95519688777
T3_SIM_5-2-3 2.06827624301 2.55352023714 1.0694119285 1.32223366159 4.843535 0.961097 0.972373541553
T3_SIM_5-3-1 1.6930676147 3.95007084864 0.983372618576 1.62203559736 7.108522 1.500819 0.89177849507
T3_SIM_5-3-2 1.68822333621 3.97288785099 0.944602321579 1.67827511675 7.459631 1.734231 0.935774872645
T3_SIM_5-3-3 1.97337582717 4.22669658631 0.997318880298 1.74976237076 6.345058 1.299061 0.90740575189
T3_SIM_5-3-4 4.69345449889 3.25169292628 1.85368033738 1.24445068442 2.2824 0.257996 0.858685872013
T3_SIM_20-1-1 3.86553163268 1.11984336918 2.07928446429 0.484950937159 3.898904 0.657688 0.938040301631
T3_SIM_20-2-1 0.411178216377 3.25638200641 0.404399087069 1.7405423425 18.409552 7.053509 0.966149553693
T3_SIM_20-2-2 0.809694680227 2.98121502928 0.565066951275 1.60498472989 7.631319 1.870519 0.962038757942
T3_SIM_20-2-3 0.559779741708 3.44225285804 0.482397524989 1.71827054214 13.743752 4.427089 0.948689920558
T3_SIM_20-3-1 0.85435225269 2.88915718824 0.963615472015 0.935357721758 19.790899 6.131438 0.818578121089
T3_SIM_20-3-2 0.364166135167 4.86172976395 0.392643570052 1.87860046807 20.049021 7.380768 0.914376999579
T3_SIM_20-3-3 0.417119047322 4.02402844231 0.469649875154 1.63966147958 20.10791 7.083852 0.88708141597
T3_SIM_20-3-4 0.570531388783 3.46099267637 0.504397937933 1.70554439998 9.970943 2.389638 0.866900535715
T3_SIM_20-3-5 0.860650311856 2.49948449182 0.983977252707 0.859371778725 16.285797 5.141856 0.884616462457
T3_SIM_20-3-6 0.295463717593 4.12972987085 0.355952657857 1.87918247228 23.308178 8.701317 0.877739741136
T3_SIM_20-3-7 0.340643883664 3.26574358313 0.433136460205 1.47338689005 26.111765 10.396577 0.882215699701
T3_SIM_20-3-8 0.24199952192 4.88727804609 0.327006056173 1.84276738563 26.534674 9.871443 0.838669339461
T3_SIM_20-3-9 0.309643010329 3.50607432258 0.348778836262 1.80381801245 21.217276 7.834671 0.899100649003
T3_SIM_20-3-10 0.279493047783 2.65402382377 0.364093457931 1.51534933858 27.349112 12.364878 0.945512820009
T3_SIM_20-3-11 0.760084565197 1.97687569504 0.677215772955 1.19447410452 11.336983 3.176821 0.921824887175
T3_SIM_20-3-12 0.263331216651 8.80755028601 0.27126027671 2.7777393714 24.022766 8.858137 0.861832125267
T3_SIM_20-3-14 0.302845254934 4.24489933048 0.372170251855 1.83180137651 26.479958 10.225327 0.860369367394
